,plate,fragment,location
956,74,6,/specific/hadar1/filesC/P74-Fg006-R-C01-R01-D06082015-T104108-LR445 _PSC.jpg
957,69,16,/specific/hadar1/filesC/P69-Fg016-R-C01-R01-D23122015-T152343-LR445 _PSC.jpg
958,581,6,/specific/hadar1/filesC/P581-Fg006-R-C01-R01-D06022014-T125007-LR445 _ColorCalData_IAA_Both_CC110304_110702.jpg
959,70,53,/specific/hadar1/filesC/P70-Fg053-R-C01-R01-D08092016-T124148-LR445 _PSC.jpg
960,72,2,/specific/hadar1/filesC/P72-Fg002-R-C01-R01-D30082015-T094734-LR445 _PSC.jpg
961,71,18,/specific/hadar1/filesC/P71-Fg018-R-C01-R01-D09092015-T104101-LR445 _PSC.jpg
962,91,64,/specific/hadar1/filesD/P91-Fg064-R-C01-R01-D31032015-T094706-LR445 _PSC.jpg
963,96,72,/specific/hadar1/filesD/P96-Fg072-R-C01-R01-D12082015-T132649-LR445 _PSC.jpg
964,92,49,/specific/hadar1/filesD/P92-Fg049-R-C01-R01-D10052015-T095913-LR445 _PSC.jpg
965,69,37,/specific/hadar1/filesC/P69-Fg037-R-C01-R01-D24122015-T131148-LR445 _PSC.jpg
966,7,83,/specific/hadar1/filesC/P7-Fg083-R-C01-R01-D03042016-T104508-LR445 _PSC.jpg
967,8,56,/specific/hadar1/filesD/P8-Fg056-R-C01-R01-D28062015-T125127-LR445 _PSC.jpg
968,96,30,/specific/hadar1/filesD/P96-Fg030-R-C01-R01-D11082015-T132727-LR445 _PSC.jpg
969,79,22,/specific/hadar1/filesD/P79-Fg022-R-C01-R01-D23072014-T152433-LR445 _PSC.jpg
970,94,16,/specific/hadar1/filesD/P94-Fg016-R-C01-R01-D10062015-T130042-LR445 _PSC.jpg
971,73,33,/specific/hadar1/filesC/P73-Fg033-R-C01-R01-D20082015-T140752-LR445 _PSC.jpg
972,82,63,/specific/hadar1/filesD/P82-Fg063-R-C01-R01-D13102013-T114807-LR445 _ColorCalData_IAA_Both_CC110304_110702.jpg
973,93,80,/specific/hadar1/filesD/P93-Fg080-R-C01-R01-D28052015-T112914-LR445 _PSC.jpg
974,68,46,/specific/hadar1/filesC/P68-Fg046-R-C01-R01-D07102015-T142816-LR445 _PSC.jpg
975,8,62,/specific/hadar1/filesD/P8-Fg062-R-C01-R01-D28062015-T140115-LR445 _PSC.jpg
976,7,129,/specific/hadar1/filesC/P7-Fg129-R-C01-R01-D04042016-T134210-LR445 _PSC.jpg
977,95,83,/specific/hadar1/filesD/P95-Fg083-R-C01-R01-D07072015-T143551-LR445 _PSC.jpg
978,8,60,/specific/hadar1/filesD/P8-Fg060-R-C01-R01-D28062015-T134507-LR445 _PSC.jpg
979,94,60,/specific/hadar1/filesD/P94-Fg060-R-C01-R01-D11062015-T153158-LR445 _PSC.jpg
980,79,57,/specific/hadar1/filesD/P79-Fg057-R-C01-R01-D24072014-T133411-LR445 _PSC.jpg
981,92,50,/specific/hadar1/filesD/P92-Fg050-R-C01-R01-D10052015-T101021-LR445 _PSC.jpg
982,78,50,/specific/hadar1/filesD/P78-Fg050-R-C01-R01-D20072014-T134427-LR445 _PSC.jpg
983,90,55,/specific/hadar1/filesD/P90-Fg055-R-C01-R01-D28042015-T093637-LR445 _PSC.jpg
984,72,42,/specific/hadar1/filesC/P72-Fg042-R-C01-R01-D31082015-T100134-LR445 _PSC.jpg
985,72,5,/specific/hadar1/filesC/P72-Fg005-R-C01-R01-D30082015-T100955-LR445 _PSC.jpg
986,74,15,/specific/hadar1/filesC/P74-Fg015-R-C01-R01-D06082015-T125443-LR445 _PSC.jpg
987,95,113,/specific/hadar1/filesD/P95-Fg113-R-C01-R01-D08072015-T151609-LR445 _PSC.jpg
988,74,10,/specific/hadar1/filesC/P74-Fg010-R-C01-R01-D06082015-T110958-LR445 _PSC.jpg
989,69,53,/specific/hadar1/filesC/P69-Fg053-R-C02-R01-D27122015-T131410-LR445 _PSC.jpg
990,43,33,/specific/hadar1/filesC/P43-Fg033-R-C01-R01-D01122015-T133951-LR445 _PSC.jpg
991,91,54,/specific/hadar1/filesD/P91-Fg054-R-C01-R01-D30032015-T151504-LR445 _PSC.jpg
992,82,71,/specific/hadar1/filesD/P82-Fg071-R-C01-R01-D13102013-T134848-LR445 _ColorCalData_IAA_Both_CC110304_110702.jpg
993,8,14,/specific/hadar1/filesD/P8-Fg014-R-C01-R01-D22062015-T123730-LR445 _PSC.jpg
994,71,16,/specific/hadar1/filesC/P71-Fg016-R-C01-R01-D09092015-T102417-LR445 _PSC.jpg
995,90,34,/specific/hadar1/filesD/P90-Fg034-R-C01-R01-D27042015-T094156-LR445 _PSC.jpg
996,75,50,/specific/hadar1/filesC/P75-Fg050-R-C01-R01-D30072014-T131220-LR445 _PSC.jpg
997,581,4,/specific/hadar1/filesC/P581-Fg004-R-C01-R01-D06022014-T120542-LR445 _ColorCalData_IAA_Both_CC110304_110702.jpg
998,7,120,/specific/hadar1/filesC/P7-Fg120-R-C01-R01-D04042016-T114040-LR445 _PSC.jpg
999,95,5,/specific/hadar1/filesD/P95-Fg005-R-C01-R01-D05072015-T101051-LR445 _PSC.jpg
1000,76,36,/specific/hadar1/filesD/P76-Fg036-R-C01-R01-D05082014-T151259-LR445 _PSC.jpg
1001,70,72,/specific/hadar1/filesC/P70-Fg072-R-C01-R01-D11092016-T134041-LR445 _PSC.jpg
1002,8,37,/specific/hadar1/filesD/P8-Fg037-R-C01-R01-D23062015-T142847-LR445 _PSC.jpg
1003,78,9,/specific/hadar1/filesD/P78-Fg009-R-C01-R01-D17072014-T105630-LR445 _PSC.jpg
1004,70,24,/specific/hadar1/filesC/P70-Fg024-R-C01-R01-D07092016-T102051-LR445 _PSC.jpg
1005,73,35,/specific/hadar1/filesC/P73-Fg035-R-C01-R01-D20082015-T142232-LR445 _PSC.jpg
1006,72,49,/specific/hadar1/filesC/P72-Fg049-R-C01-R01-D31082015-T112115-LR445 _PSC.jpg
1007,91,8,/specific/hadar1/filesD/P91-Fg008-R-C01-R01-D29032015-T103338-LR445 _PSC.jpg
1008,78,4,/specific/hadar1/filesD/P78-Fg004-R-C01-R01-D17072014-T100039-LR445 _PSC.jpg
1009,95,17,/specific/hadar1/filesD/P95-Fg017-R-C01-R01-D05072015-T131705-LR445 _PSC.jpg
1010,68,32,/specific/hadar1/filesC/P68-Fg032-R-C01-R01-D07102015-T115336-LR445 _PSC.jpg
1011,94,38,/specific/hadar1/filesD/P94-Fg038-R-C01-R01-D11062015-T112242-LR445 _PSC.jpg
1012,92,39,/specific/hadar1/filesD/P92-Fg039-R-C01-R01-D07052015-T161629-LR445 _PSC.jpg
1013,90,36,/specific/hadar1/filesD/P90-Fg036-R-C01-R01-D27042015-T095701-LR445 _PSC.jpg
1014,92,9,/specific/hadar1/filesD/P92-Fg009-R-C01-R01-D06052015-T150525-LR445 _PSC.jpg
1015,91,84,/specific/hadar1/filesD/P91-Fg084-R-C01-R01-D31032015-T131734-LR445 _PSC.jpg
1016,73,14,/specific/hadar1/filesC/P73-Fg014-R-C01-R01-D20082015-T104441-LR445 _PSC.jpg
1017,68,25,/specific/hadar1/filesC/P68-Fg025-R-C01-R01-D07102015-T105237-LR445 _PSC.jpg
1018,73,43,/specific/hadar1/filesC/P73-Fg043-R-C01-R01-D23082015-T093132-LR445 _PSC.jpg
1019,91,71,/specific/hadar1/filesD/P91-Fg071-R-C01-R01-D31032015-T104521-LR445 _PSC.jpg
1020,7,45,/specific/hadar1/filesC/P7-Fg045-R-C01-R01-D30032016-T093811-LR445 _PSC.jpg
1021,92,26,/specific/hadar1/filesD/P92-Fg026-R-C01-R01-D07052015-T111305-LR445 _PSC.jpg
1022,72,53,/specific/hadar1/filesC/P72-Fg053-R-C01-R01-D31082015-T115354-LR445 _PSC.jpg
1023,69,24,/specific/hadar1/filesC/P69-Fg024-R-C01-R01-D24122015-T102658-LR445 _PSC.jpg
1024,95,7,/specific/hadar1/filesD/P95-Fg007-R-C01-R01-D05072015-T102918-LR445 _PSC.jpg
1025,93,1,/specific/hadar1/filesD/P93-Fg001-R-C01-R01-D26052015-T112609-LR445 _PSC.jpg
1026,76,32,/specific/hadar1/filesD/P76-Fg032-R-C01-R01-D05082014-T144141-LR445 _PSC.jpg
1027,7,109,/specific/hadar1/filesC/P7-Fg109-R-C01-R01-D04042016-T092622-LR445 _PSC.jpg
1028,95,15,/specific/hadar1/filesD/P95-Fg015-R-C01-R01-D05072015-T130027-LR445 _PSC.jpg
1029,90,54,/specific/hadar1/filesD/P90-Fg054-R-C01-R01-D28042015-T092858-LR445 _PSC.jpg
1030,76,27,/specific/hadar1/filesD/P76-Fg027-R-C01-R01-D05082014-T135731-LR445 _PSC.jpg
1031,82,54,/specific/hadar1/filesD/P82-Fg054-R-C01-R01-D09102013-T150836-LR445 _ColorCalData_IAA_Both_CC110304_110702.jpg
1032,72,25,/specific/hadar1/filesC/P72-Fg025-R-C01-R01-D30082015-T133550-LR445 _PSC.jpg
1033,95,59,/specific/hadar1/filesD/P95-Fg059-R-C01-R01-D07072015-T102308-LR445 _PSC.jpg
1034,95,94,/specific/hadar1/filesD/P95-Fg094-R-C01-R01-D08072015-T100531-LR445 _PSC.jpg
1035,8,20,/specific/hadar1/filesD/P8-Fg020-R-C01-R01-D22062015-T140146-LR445 _PSC.jpg
1036,94,47,/specific/hadar1/filesD/P94-Fg047-R-C01-R01-D11062015-T131035-LR445 _PSC.jpg
1037,93,5,/specific/hadar1/filesD/P93-Fg005-R-C01-R01-D26052015-T125716-LR445 _PSC.jpg
1038,567,25,/specific/hadar1/filesC/P567-Fg025-R-C01-R01-D21052014-T091550-LR445 _PSC.jpg
1039,8,76,/specific/hadar1/filesD/P8-Fg076-R-C01-R01-D29062015-T110933-LR445 _PSC.jpg
1040,79,40,/specific/hadar1/filesD/P79-Fg040-R-C01-R01-D24072014-T104929-LR445 _PSC.jpg
1041,95,68,/specific/hadar1/filesD/P95-Fg068-R-C01-R01-D07072015-T121848-LR445 _PSC.jpg
1042,68,7,/specific/hadar1/filesC/P68-Fg007-R-C01-R01-D06102015-T132754-LR445 _PSC.jpg
1043,75,12,/specific/hadar1/filesC/P75-Fg012-R-C01-R01-D29072014-T140220-LR445 _PSC.jpg
1044,68,9,/specific/hadar1/filesC/P68-Fg009-R-C01-R01-D06102015-T134248-LR445 _PSC.jpg
1045,82,51,/specific/hadar1/filesD/P82-Fg051-R-C01-R01-D09102013-T142642-LR445 _ColorCalData_IAA_Both_CC110304_110702.jpg
1046,70,47,/specific/hadar1/filesC/P70-Fg047-R-C01-R01-D08092016-T111358-LR445 _PSC.jpg
1047,94,30,/specific/hadar1/filesD/P94-Fg030-R-C01-R01-D11062015-T092947-LR445 _PSC.jpg
1048,82,16,/specific/hadar1/filesD/P82-Fg016-R-C01-R01-D07102013-T120332-LR445 _ColorCalData_IAA_Both_CC110304_110702.jpg
1049,76,25,/specific/hadar1/filesD/P76-Fg025-R-C01-R01-D05082014-T134311-LR445 _PSC.jpg
1050,70,59,/specific/hadar1/filesC/P70-Fg059-R-C01-R01-D11092016-T100749-LR445 _PSC.jpg
1051,91,76,/specific/hadar1/filesD/P91-Fg076-R-C01-R01-D31032015-T112412-LR445 _PSC.jpg
1052,90,18,/specific/hadar1/filesD/P90-Fg018-R-C01-R01-D26042015-T134758-LR445 _PSC.jpg
1053,82,80,/specific/hadar1/filesD/P82-Fg080-R-C01-R01-D13102013-T154102-LR445 _ColorCalData_IAA_Both_CC110304_110702.jpg
1054,93,63,/specific/hadar1/filesD/P93-Fg063-R-C01-R01-D28052015-T091424-LR445 _PSC.jpg
1055,79,26,/specific/hadar1/filesD/P79-Fg026-R-C01-R01-D24072014-T085203-LR445 _PSC.jpg
1056,8,6,/specific/hadar1/filesD/P8-Fg006-R-C01-R01-D22062015-T103142-LR445 _PSC.jpg
1057,96,71,/specific/hadar1/filesD/P96-Fg071-R-C01-R01-D12082015-T131935-LR445 _PSC.jpg
1058,82,43,/specific/hadar1/filesD/P82-Fg043-R-C01-R01-D09102013-T123416-LR445 _ColorCalData_IAA_Both_CC110304_110702.jpg
1059,73,3,/specific/hadar1/filesC/P73-Fg003-R-C01-R01-D20082015-T092345-LR445 _PSC.jpg
1060,8,33,/specific/hadar1/filesD/P8-Fg033-R-C01-R01-D23062015-T134304-LR445 _PSC.jpg
1061,69,34,/specific/hadar1/filesC/P69-Fg034-R-C01-R01-D24122015-T123815-LR445 _PSC.jpg
1062,43,18,/specific/hadar1/filesC/P43-Fg018-R-C01-R01-D30112015-T152212-LR445 _PSC.jpg
1063,82,67,/specific/hadar1/filesD/P82-Fg067-R-C01-R01-D13102013-T131311-LR445 _ColorCalData_IAA_Both_CC110304_110702.jpg
1064,43,16,/specific/hadar1/filesC/P43-Fg016-R-C01-R01-D30112015-T150454-LR445 _PSC.jpg
1065,70,29,/specific/hadar1/filesC/P70-Fg029-R-C01-R01-D07092016-T141929-LR445 _PSC.jpg
1066,7,115,/specific/hadar1/filesC/P7-Fg115-R-C01-R01-D04042016-T102808-LR445 _PSC.jpg
1067,7,25,/specific/hadar1/filesC/P7-Fg025-R-C01-R01-D29032016-T105608-LR445 _PSC.jpg
1068,74,31,/specific/hadar1/filesC/P74-Fg031-R-C01-R01-D09082015-T091458-LR445 _PSC.jpg
1069,79,62,/specific/hadar1/filesD/P79-Fg062-R-C01-R01-D24072014-T141020-LR445 _PSC.jpg
1070,73,4,/specific/hadar1/filesC/P73-Fg004-R-C01-R01-D20082015-T093106-LR445 _PSC.jpg
1071,43,1,/specific/hadar1/filesC/P43-Fg001-R-C01-R01-D30112015-T114135-LR445 _PSC.jpg
1072,94,90,/specific/hadar1/filesD/P94-Fg090-R-C01-R01-D14062015-T154559-LR445 _PSC.jpg
1073,94,59,/specific/hadar1/filesD/P94-Fg059-R-C01-R01-D11062015-T150157-LR445 _PSC.jpg
1074,69,15,/specific/hadar1/filesC/P69-Fg015-R-C01-R01-D23122015-T150950-LR445 _PSC.jpg
1075,91,48,/specific/hadar1/filesD/P91-Fg048-R-C01-R01-D30032015-T134948-LR445 _PSC.jpg
1076,71,19,/specific/hadar1/filesC/P71-Fg019-R-C01-R01-D09092015-T104855-LR445 _PSC.jpg
1077,78,54,/specific/hadar1/filesD/P78-Fg054-R-C01-R01-D20072014-T142811-LR445 _PSC.jpg
1078,70,25,/specific/hadar1/filesC/P70-Fg025-R-C01-R01-D07092016-T133617-LR445 _PSC.jpg
1079,43,23,/specific/hadar1/filesC/P43-Fg023-R-C01-R01-D01122015-T104032-LR445 _PSC.jpg
1080,78,57,/specific/hadar1/filesD/P78-Fg057-R-C01-R01-D20072014-T145716-LR445 _PSC.jpg
1081,915,23,/specific/hadar1/filesD/P915-Fg023-R-C01-R01-D15102015-T110607-LR445 _PSC.jpg
1082,90,31,/specific/hadar1/filesD/P90-Fg031-R-C01-R01-D27042015-T091720-LR445 _PSC.jpg
1083,71,2,/specific/hadar1/filesC/P71-Fg002-R-C01-R01-D08092015-T135634-LR445 _PSC.jpg
1084,93,20,/specific/hadar1/filesD/P93-Fg020-R-C01-R01-D26052015-T145333-LR445 _PSC.jpg
1085,82,69,/specific/hadar1/filesD/P82-Fg069-R-C01-R01-D13102013-T133143-LR445 _ColorCalData_IAA_Both_CC110304_110702.jpg
1086,94,32,/specific/hadar1/filesD/P94-Fg032-R-C01-R01-D11062015-T094627-LR445 _PSC.jpg
1087,71,8,/specific/hadar1/filesC/P71-Fg008-R-C01-R01-D08092015-T144531-LR445 _PSC.jpg
1088,92,56,/specific/hadar1/filesD/P92-Fg056-R-C01-R01-D10052015-T115242-LR445 _PSC.jpg
1089,91,55,/specific/hadar1/filesD/P91-Fg055-R-C01-R01-D30032015-T152224-LR445 _PSC.jpg
1090,78,58,/specific/hadar1/filesD/P78-Fg058-R-C01-R01-D20072014-T150651-LR445 _PSC.jpg
1091,76,60,/specific/hadar1/filesD/P76-Fg060-R-C01-R01-D06082014-T112915-LR445 _PSC.jpg
1092,71,44,/specific/hadar1/filesC/P71-Fg044-R-C01-R01-D10092015-T091211-LR445 _PSC.jpg
1093,74,29,/specific/hadar1/filesC/P74-Fg029-R-C01-R01-D09082015-T085940-LR445 _PSC.jpg
1094,92,40,/specific/hadar1/filesD/P92-Fg040-R-C01-R01-D07052015-T162718-LR445 _PSC.jpg
1095,90,29,/specific/hadar1/filesD/P90-Fg029-R-C01-R01-D26042015-T153240-LR445 _PSC.jpg
1096,915,5,/specific/hadar1/filesD/P915-Fg005-R-C01-R01-D14102015-T152442-LR445 _PSC.jpg
1097,7,125,/specific/hadar1/filesC/P7-Fg125-R-C01-R01-D04042016-T125654-LR445 _PSC.jpg
1098,93,23,/specific/hadar1/filesD/P93-Fg023-R-C01-R01-D26052015-T151627-LR445 _PSC.jpg
1099,95,119,/specific/hadar1/filesD/P95-Fg119-R-C01-R01-D12072015-T100647-LR445 _PSC.jpg
1100,68,57,/specific/hadar1/filesC/P68-Fg057-R-C01-R01-D08102015-T085743-LR445 _PSC.jpg
1101,78,22,/specific/hadar1/filesD/P78-Fg022-R-C01-R01-D17072014-T142425-LR445 _PSC.jpg
1102,68,42,/specific/hadar1/filesC/P68-Fg042-R-C01-R01-D07102015-T135212-LR445 _PSC.jpg
1103,91,16,/specific/hadar1/filesD/P91-Fg016-R-C01-R01-D29032015-T113356-LR445 _PSC.jpg
1104,8,24,/specific/hadar1/filesD/P8-Fg024-R-C01-R01-D22062015-T153806-LR445 _PSC.jpg
1105,82,49,/specific/hadar1/filesD/P82-Fg049-R-C01-R01-D09102013-T140508-LR445 _ColorCalData_IAA_Both_CC110304_110702.jpg
1106,94,86,/specific/hadar1/filesD/P94-Fg086-R-C01-R01-D14062015-T151619-LR445 _PSC.jpg
1107,581,15,/specific/hadar1/filesC/P581-Fg015-R-C01-R01-D06022014-T140907-LR445 _ColorCalData_IAA_Both_CC110304_110702.jpg
1108,68,69,/specific/hadar1/filesC/P68-Fg069-R-C01-R01-D08102015-T124654-LR445 _PSC.jpg
1109,82,82,/specific/hadar1/filesD/P82-Fg082-R-C01-R01-D15102013-T092944-LR445 _ColorCalData_IAA_Left_CC110304_110702.jpg
1110,74,1,/specific/hadar1/filesC/P74-Fg001-R-C01-R01-D06082015-T100046-LR445 _PSC.jpg
1111,75,57,/specific/hadar1/filesD/P75-Fg057-R-C01-R01-D30072014-T140550-LR445 _PSC.jpg
1112,79,16,/specific/hadar1/filesD/P79-Fg016-R-C01-R01-D23072014-T142002-LR445 _PSC.jpg
1113,91,28,/specific/hadar1/filesD/P91-Fg028-R-C01-R01-D29032015-T135105-LR445 _PSC.jpg
1114,76,43,/specific/hadar1/filesD/P76-Fg043-R-C01-R01-D06082014-T090453-LR445 _PSC.jpg
1115,8,41,/specific/hadar1/filesD/P8-Fg041-R-C01-R01-D23062015-T150544-LR445 _PSC.jpg
1116,8,48,/specific/hadar1/filesD/P8-Fg048-R-C01-R01-D23062015-T161949-LR445 _PSC.jpg
1117,90,5,/specific/hadar1/filesD/P90-Fg005-R-C01-R01-D26042015-T111031-LR445 _PSC.jpg
1118,82,37,/specific/hadar1/filesD/P82-Fg037-R-C01-R01-D09102013-T112439-LR445 _ColorCalData_IAA_Both_CC110304_110702.jpg
1119,79,14,/specific/hadar1/filesD/P79-Fg014-R-C01-R01-D23072014-T140523-LR445 _PSC.jpg
1120,68,15,/specific/hadar1/filesC/P68-Fg015-R-C01-R01-D06102015-T144937-LR445 _PSC.jpg
1121,82,7,/specific/hadar1/filesD/P82-Fg007-R-C01-R01-D07102013-T102911-LR445 _ColorCalData_IAA_Both_CC110304_110702.jpg
1122,74,32,/specific/hadar1/filesC/P74-Fg032-R-C01-R01-D09082015-T092727-LR445 _PSC.jpg
1123,90,63,/specific/hadar1/filesD/P90-Fg063-R-C01-R01-D28042015-T112116-LR445 _PSC.jpg
1124,76,29,/specific/hadar1/filesD/P76-Fg029-R-C01-R01-D05082014-T141355-LR445 _PSC.jpg
1125,95,42,/specific/hadar1/filesD/P95-Fg042-R-C01-R01-D06072015-T115829-LR445 _PSC.jpg
1126,68,39,/specific/hadar1/filesC/P68-Fg039-R-C01-R01-D07102015-T124827-LR445 _PSC.jpg
1127,70,7,/specific/hadar1/filesC/P70-Fg007-R-C01-R01-D06092016-T140317-LR445 _PSC.jpg
1128,96,65,/specific/hadar1/filesD/P96-Fg065-R-C01-R01-D12082015-T122123-LR445 _PSC.jpg
1129,92,23,/specific/hadar1/filesD/P92-Fg023-R-C01-R01-D07052015-T102630-LR445 _PSC.jpg
1130,79,42,/specific/hadar1/filesD/P79-Fg042-R-C01-R01-D24072014-T110424-LR445 _PSC.jpg
1131,93,31,/specific/hadar1/filesD/P93-Fg031-R-C01-R01-D27052015-T095134-LR445 _PSC.jpg
1132,78,38,/specific/hadar1/filesD/P78-Fg038-R-C01-R01-D20072014-T112918-LR445 _PSC.jpg
1133,96,79,/specific/hadar1/filesD/P96-Fg079-R-C01-R01-D12082015-T151353-LR445 _PSC.jpg
1134,90,59,/specific/hadar1/filesD/P90-Fg059-R-C01-R01-D28042015-T103352-LR445 _PSC.jpg
1135,7,61,/specific/hadar1/filesC/P7-Fg061-R-C01-R01-D30032016-T125635-LR445 _PSC.jpg
1136,567,38,/specific/hadar1/filesC/P567-Fg038-R-C01-R01-D21052014-T121545-LR445 _PSC.jpg
1137,74,38,/specific/hadar1/filesC/P74-Fg038-R-C01-R01-D09082015-T104154-LR445 _PSC.jpg
1138,93,7,/specific/hadar1/filesD/P93-Fg007-R-C01-R01-D26052015-T131212-LR445 _PSC.jpg
1139,78,20,/specific/hadar1/filesD/P78-Fg020-R-C01-R01-D17072014-T140748-LR445 _PSC.jpg
1140,95,57,/specific/hadar1/filesD/P95-Fg057-R-C01-R01-D07072015-T100757-LR445 _PSC.jpg
1141,78,36,/specific/hadar1/filesD/P78-Fg036-R-C01-R01-D20072014-T111357-LR445 _PSC.jpg
1142,79,60,/specific/hadar1/filesD/P79-Fg060-R-C01-R01-D24072014-T135602-LR445 _PSC.jpg
1143,74,36,/specific/hadar1/filesC/P74-Fg036-R-C01-R01-D09082015-T102105-LR445 _PSC.jpg
1144,76,33,/specific/hadar1/filesD/P76-Fg033-R-C01-R01-D05082014-T144940-LR445 _PSC.jpg
1145,70,73,/specific/hadar1/filesC/P70-Fg073-R-C01-R01-D11092016-T134816-LR445 _PSC.jpg
1146,70,44,/specific/hadar1/filesC/P70-Fg044-R-C01-R01-D08092016-T103840-LR445 _PSC.jpg
1147,7,74,/specific/hadar1/filesC/P7-Fg074-R-C01-R01-D30032016-T154251-LR445 _PSC.jpg
1148,43,5,/specific/hadar1/filesC/P43-Fg005-R-C01-R01-D30112015-T132325-LR445 _PSC.jpg
1149,78,26,/specific/hadar1/filesD/P78-Fg026-R-C01-R01-D20072014-T091822-LR445 _PSC.jpg
1150,915,15,/specific/hadar1/filesD/P915-Fg015-R-C01-R01-D15102015-T095815-LR445 _PSC.jpg
1151,71,21,/specific/hadar1/filesC/P71-Fg021-R-C01-R01-D09092015-T110414-LR445 _PSC.jpg
1152,95,1,/specific/hadar1/filesD/P95-Fg001-R-C01-R01-D05072015-T093826-LR445 _PSC.jpg
1153,79,63,/specific/hadar1/filesD/P79-Fg063-R-C01-R01-D24072014-T141732-LR445 _PSC.jpg
1154,82,66,/specific/hadar1/filesD/P82-Fg066-R-C01-R01-D13102013-T130407-LR445 _ColorCalData_IAA_Both_CC110304_110702.jpg
1155,76,7,/specific/hadar1/filesD/P76-Fg007-R-C01-R01-D05082014-T102406-LR445 _PSC.jpg
1156,82,29,/specific/hadar1/filesD/P82-Fg029-R-C01-R01-D09102013-T095437-LR445 _ColorCalData_IAA_Both_CC110304_110702.jpg
1157,93,39,/specific/hadar1/filesD/P93-Fg039-R-C01-R01-D27052015-T114157-LR445 _PSC.jpg
1158,71,32,/specific/hadar1/filesC/P71-Fg032-R-C01-R01-D09092015-T135954-LR445 _PSC.jpg
1159,7,31,/specific/hadar1/filesC/P7-Fg031-R-C01-R01-D29032016-T123746-LR445 _PSC.jpg
1160,70,45,/specific/hadar1/filesC/P70-Fg045-R-C01-R01-D08092016-T105352-LR445 _PSC.jpg
1161,68,53,/specific/hadar1/filesC/P68-Fg053-R-C01-R01-D07102015-T153149-LR445 _PSC.jpg
1162,68,24,/specific/hadar1/filesC/P68-Fg024-R-C01-R01-D07102015-T104100-LR445 _PSC.jpg
1163,75,47,/specific/hadar1/filesC/P75-Fg047-R-C01-R01-D30072014-T124313-LR445 _PSC.jpg
1164,73,37,/specific/hadar1/filesC/P73-Fg037-R-C01-R01-D20082015-T143734-LR445 _PSC.jpg
1165,76,30,/specific/hadar1/filesD/P76-Fg030-R-C01-R01-D05082014-T142132-LR445 _PSC.jpg
1166,72,55,/specific/hadar1/filesC/P72-Fg055-R-C01-R01-D31082015-T121130-LR445 _PSC.jpg
1167,90,68,/specific/hadar1/filesD/P90-Fg068-R-C01-R01-D28042015-T120040-LR445 _PSC.jpg
1168,91,82,/specific/hadar1/filesD/P91-Fg082-R-C01-R01-D31032015-T130118-LR445 _PSC.jpg
1169,73,6,/specific/hadar1/filesC/P73-Fg006-R-C01-R01-D20082015-T094545-LR445 _PSC.jpg
1170,8,34,/specific/hadar1/filesD/P8-Fg034-R-C01-R01-D23062015-T135322-LR445 _PSC.jpg
1171,91,13,/specific/hadar1/filesD/P91-Fg013-R-C01-R01-D29032015-T111042-LR445 _PSC.jpg
1172,73,20,/specific/hadar1/filesC/P73-Fg020-R-C01-R01-D20082015-T121753-LR445 _PSC.jpg
1173,68,23,/specific/hadar1/filesC/P68-Fg023-R-C01-R01-D07102015-T100435-LR445 _PSC.jpg
1174,69,52,/specific/hadar1/filesC/P69-Fg052-R-C02-R01-D27122015-T121405-LR445 _PSC.jpg
1175,94,33,/specific/hadar1/filesD/P94-Fg033-R-C01-R01-D11062015-T095443-LR445 _PSC.jpg
1176,69,59,/specific/hadar1/filesC/P69-Fg059-R-C02-R01-D27122015-T145427-LR445 _PSC.jpg
1177,75,66,/specific/hadar1/filesD/P75-Fg066-R-C01-R01-D30072014-T154322-LR445 _PSC.jpg
1178,91,62,/specific/hadar1/filesD/P91-Fg062-R-C01-R01-D31032015-T092941-LR445 _PSC.jpg
1179,90,6,/specific/hadar1/filesD/P90-Fg006-R-C01-R01-D26042015-T111952-LR445 _PSC.jpg
1180,96,31,/specific/hadar1/filesD/P96-Fg031-R-C01-R01-D11082015-T133504-LR445 _PSC.jpg
1181,91,29,/specific/hadar1/filesD/P91-Fg029-R-C01-R01-D29032015-T135813-LR445 _PSC.jpg
1182,91,42,/specific/hadar1/filesD/P91-Fg042-R-C01-R01-D30032015-T125638-LR445 _PSC.jpg
1183,79,38,/specific/hadar1/filesD/P79-Fg038-R-C01-R01-D24072014-T103423-LR445 _PSC.jpg
1184,96,40,/specific/hadar1/filesD/P96-Fg040-R-C01-R01-D11082015-T144511-LR445 _PSC.jpg
1185,96,59,/specific/hadar1/filesD/P96-Fg059-R-C01-R01-D12082015-T113636-LR445 _PSC.jpg
1186,90,15,/specific/hadar1/filesD/P90-Fg015-R-C01-R01-D26042015-T131800-LR445 _PSC.jpg
1187,75,33,/specific/hadar1/filesC/P75-Fg033-R-C01-R01-D30072014-T104113-LR445 _PSC.jpg
1188,90,73,/specific/hadar1/filesD/P90-Fg073-R-C01-R01-D28042015-T132210-LR445 _PSC.jpg
1189,72,41,/specific/hadar1/filesC/P72-Fg041-R-C01-R01-D31082015-T095354-LR445 _PSC.jpg
1190,68,27,/specific/hadar1/filesC/P68-Fg027-R-C01-R01-D07102015-T111535-LR445 _PSC.jpg
1191,72,24,/specific/hadar1/filesC/P72-Fg024-R-C01-R01-D30082015-T132628-LR445 _PSC.jpg
